ID,ID Partido,Temperatura,Unidad
5384,5384,23.06,Centigrados
5385,5385,27.65,Centigrados
5386,5386,24.6,Centigrados
5387,5387,22.43,Centigrados
5388,5388,25.76,Centigrados
5389,5389,22.83,Centigrados
5390,5390,29.16,Centigrados
5391,5391,28.21,Centigrados
5392,5392,22.89,Centigrados
5393,5393,25.7,Centigrados
5394,5394,25.32,Centigrados
5395,5395,22.64,Centigrados
5396,5396,28.72,Centigrados
5397,5397,28.02,Centigrados
5398,5398,25.36,Centigrados
5399,5399,23.48,Centigrados
5400,5400,25.65,Centigrados
5401,5401,24.44,Centigrados
5402,5402,23.99,Centigrados
5403,5403,28.72,Centigrados
5404,5404,25.58,Centigrados
5405,5405,23.35,Centigrados
5406,5406,24.03,Centigrados
5407,5407,26.54,Centigrados
5408,5408,28.38,Centigrados
5409,5409,29.28,Centigrados
5410,5410,26.22,Centigrados
5411,5411,25.05,Centigrados
5412,5412,29.84,Centigrados
5413,5413,29.11,Centigrados
5414,5414,25.88,Centigrados
5415,5415,27.46,Centigrados
5416,5416,28.99,Centigrados
5417,5417,26.33,Centigrados
5418,5418,24.55,Centigrados
5419,5419,23.56,Centigrados
5420,5420,25.12,Centigrados
5421,5421,26.02,Centigrados
5422,5422,30.25,Centigrados
5423,5423,24.3,Centigrados
5424,5424,23.45,Centigrados
5425,5425,23.26,Centigrados
5426,5426,28.34,Centigrados
5427,5427,30.28,Centigrados
5428,5428,28.9,Centigrados
5429,5429,27.42,Centigrados
5430,5430,25.3,Centigrados
5431,5431,30.2,Centigrados
5432,5432,26.7,Centigrados
5433,5433,30.29,Centigrados
5434,5434,30.15,Centigrados
5435,5435,26.43,Centigrados
5436,5436,24.14,Centigrados
5437,5437,28.17,Centigrados
5438,5438,27.36,Centigrados
5439,5439,22.97,Centigrados
5440,5440,26.05,Centigrados
5441,5441,24.66,Centigrados
5442,5442,25.34,Centigrados
5443,5443,29.67,Centigrados
5444,5444,30.12,Centigrados
5445,5445,28.45,Centigrados
5446,5446,29.08,Centigrados
5447,5447,27.97,Centigrados
5448,5448,29.3,Centigrados
5449,5449,27.74,Centigrados
5450,5450,25.7,Centigrados
5451,5451,23.18,Centigrados
5452,5452,25.93,Centigrados
5453,5453,25.02,Centigrados
5454,5454,28.57,Centigrados
5455,5455,29.24,Centigrados
5456,5456,24.83,Centigrados
5457,5457,28.66,Centigrados
5458,5458,28.71,Centigrados
5459,5459,28.45,Centigrados
5460,5460,25.82,Centigrados
5461,5461,23.69,Centigrados
5462,5462,27.8,Centigrados
5463,5463,26.79,Centigrados
5464,5464,24.28,Centigrados
5465,5465,27.04,Centigrados
5466,5466,29.53,Centigrados
5467,5467,27.92,Centigrados
5468,5468,28.42,Centigrados
5469,5469,27.42,Centigrados
5470,5470,30.08,Centigrados
5471,5471,27.39,Centigrados
5472,5472,29.23,Centigrados
5473,5473,25.21,Centigrados
5474,5474,24.87,Centigrados
5475,5475,23.93,Centigrados
5476,5476,24.5,Centigrados
5477,5477,26.53,Centigrados
5478,5478,27.55,Centigrados
5479,5479,24.28,Centigrados
5480,5480,23.91,Centigrados
5481,5481,29.84,Centigrados
5482,5482,25.64,Centigrados
5483,5483,26.27,Centigrados
5484,5484,25.39,Centigrados
5485,5485,28.36,Centigrados
5486,5486,27.22,Centigrados
5487,5487,24.58,Centigrados
5488,5488,29.19,Centigrados
5489,5489,24.48,Centigrados
5490,5490,28.96,Centigrados
5491,5491,29.79,Centigrados
5492,5492,30.54,Centigrados
5493,5493,28.01,Centigrados
5494,5494,29.84,Centigrados
5495,5495,30.56,Centigrados
5496,5496,28.84,Centigrados
5497,5497,23.4,Centigrados
5498,5498,28.54,Centigrados
5499,5499,23.86,Centigrados
5500,5500,28.52,Centigrados
5501,5501,28.02,Centigrados
5502,5502,23.32,Centigrados
5503,5503,24.94,Centigrados
5504,5504,25.08,Centigrados
5505,5505,31.06,Centigrados
5506,5506,23.12,Centigrados
5507,5507,27.4,Centigrados
5508,5508,26.7,Centigrados
5509,5509,26.86,Centigrados
5510,5510,29.13,Centigrados
5511,5511,30.69,Centigrados
5512,5512,28.56,Centigrados
5513,5513,29.77,Centigrados
5514,5514,27.27,Centigrados
5515,5515,25.75,Centigrados
5516,5516,28.64,Centigrados
5517,5517,30.83,Centigrados
5518,5518,24.46,Centigrados
5519,5519,30.22,Centigrados
5520,5520,25.79,Centigrados
5521,5521,29.93,Centigrados
5522,5522,25.29,Centigrados
5523,5523,27.42,Centigrados
5524,5524,25.02,Centigrados
5525,5525,23.38,Centigrados
5526,5526,26.56,Centigrados
5527,5527,23.88,Centigrados
5528,5528,25.76,Centigrados
5529,5529,30.52,Centigrados
5530,5530,27.84,Centigrados
5531,5531,29.44,Centigrados
5532,5532,29.32,Centigrados
5533,5533,25.77,Centigrados
5534,5534,30.65,Centigrados
5535,5535,26.34,Centigrados
5536,5536,24.23,Centigrados
5537,5537,25.86,Centigrados
5538,5538,30.99,Centigrados
5539,5539,24.79,Centigrados
5540,5540,23.9,Centigrados
5541,5541,24.12,Centigrados
5542,5542,28.06,Centigrados
5543,5543,26.57,Centigrados
5544,5544,25.4,Centigrados
5545,5545,26.68,Centigrados
5546,5546,26.62,Centigrados
5547,5547,25.19,Centigrados
5548,5548,24.93,Centigrados
5549,5549,24.22,Centigrados
5550,5550,25.89,Centigrados
5551,5551,28.96,Centigrados
5552,5552,26.15,Centigrados
5553,5553,29.4,Centigrados
5554,5554,28.69,Centigrados
5555,5555,31.21,Centigrados
5556,5556,26.99,Centigrados
5557,5557,27.19,Centigrados
5558,5558,30.61,Centigrados
5559,5559,26.5,Centigrados
5560,5560,25.86,Centigrados
5561,5561,28.03,Centigrados
5562,5562,23.88,Centigrados
5563,5563,24.48,Centigrados
5564,5564,24.62,Centigrados
5565,5565,29.72,Centigrados
5566,5566,27.91,Centigrados
5567,5567,29.71,Centigrados
5568,5568,29.05,Centigrados
5569,5569,25.15,Centigrados
5570,5570,28.65,Centigrados
5571,5571,26.51,Centigrados
5572,5572,23.52,Centigrados
5573,5573,25.43,Centigrados
5574,5574,29.91,Centigrados
5575,5575,27.58,Centigrados
5576,5576,28.91,Centigrados
5577,5577,27.66,Centigrados
5578,5578,29.19,Centigrados
5579,5579,26.75,Centigrados
5580,5580,24.56,Centigrados
5581,5581,28.9,Centigrados
5582,5582,26.56,Centigrados
5583,5583,22.58,Centigrados
5584,5584,22.9,Centigrados
5585,5585,27.15,Centigrados
5586,5586,29.03,Centigrados
5587,5587,23.15,Centigrados
5588,5588,26.61,Centigrados
5589,5589,26.77,Centigrados
5590,5590,28.19,Centigrados
5591,5591,24.92,Centigrados
5592,5592,22.7,Centigrados
5593,5593,23.12,Centigrados
5594,5594,28.92,Centigrados
5595,5595,25.83,Centigrados
5596,5596,29.85,Centigrados
5597,5597,23.95,Centigrados
5598,5598,26.62,Centigrados
5599,5599,24.13,Centigrados
5600,5600,23.45,Centigrados
5601,5601,27.2,Centigrados
5602,5602,28.31,Centigrados
5603,5603,25.25,Centigrados
5604,5604,24.12,Centigrados
5605,5605,27.65,Centigrados
5606,5606,23.51,Centigrados
5607,5607,22.44,Centigrados
5608,5608,25.93,Centigrados
5609,5609,24.58,Centigrados
5610,5610,29.33,Centigrados
5611,5611,20.79,Centigrados
5612,5612,26.12,Centigrados
5613,5613,22.03,Centigrados
5614,5614,29.83,Centigrados
5615,5615,28.38,Centigrados
5616,5616,24.67,Centigrados
5617,5617,26.42,Centigrados
5618,5618,28.87,Centigrados
5619,5619,22.72,Centigrados
5620,5620,23.89,Centigrados
5621,5621,23.11,Centigrados
5622,5622,26.35,Centigrados
5623,5623,25.01,Centigrados
5624,5624,23.28,Centigrados
5625,5625,29.7,Centigrados
5626,5626,27.01,Centigrados
5627,5627,21.77,Centigrados
5628,5628,25.92,Centigrados
5629,5629,29.23,Centigrados
5630,5630,29.45,Centigrados
5631,5631,28.18,Centigrados
5632,5632,26.8,Centigrados
5633,5633,25.69,Centigrados
5634,5634,28.08,Centigrados
5635,5635,21.94,Centigrados
5636,5636,21.69,Centigrados
5637,5637,22.11,Centigrados
5638,5638,21.51,Centigrados
5639,5639,28.71,Centigrados
5640,5640,23.36,Centigrados
5641,5641,22.52,Centigrados
5642,5642,20.9,Centigrados
5643,5643,22.57,Centigrados
5644,5644,26.23,Centigrados
5645,5645,26.35,Centigrados
5646,5646,24.46,Centigrados
5647,5647,25.58,Centigrados
5648,5648,29.21,Centigrados
5649,5649,25.79,Centigrados
5650,5650,28.55,Centigrados
5651,5651,26.05,Centigrados
5652,5652,20.91,Centigrados
5653,5653,22.19,Centigrados
5654,5654,22.04,Centigrados
5655,5655,28.14,Centigrados
5656,5656,28.44,Centigrados
5657,5657,23.87,Centigrados
5658,5658,23.57,Centigrados
5659,5659,29.19,Centigrados
5660,5660,22.07,Centigrados
5661,5661,27.08,Centigrados
5662,5662,27.91,Centigrados
5663,5663,23.96,Centigrados
5664,5664,28.03,Centigrados
5665,5665,27,Centigrados
5666,5666,25.3,Centigrados
5667,5667,26.44,Centigrados
5668,5668,23.39,Centigrados
5669,5669,22.88,Centigrados
5670,5670,29.8,Centigrados
5671,5671,28.62,Centigrados
5672,5672,28.03,Centigrados
5673,5673,22.49,Centigrados
5674,5674,22.26,Centigrados
5675,5675,22.42,Centigrados
5676,5676,24.93,Centigrados
5677,5677,21.86,Centigrados
5678,5678,21.91,Centigrados
5679,5679,24.76,Centigrados
5680,5680,27.73,Centigrados
5681,5681,28.12,Centigrados
5682,5682,26.5,Centigrados
5683,5683,22.76,Centigrados
5684,5684,23.28,Centigrados
5685,5685,26.17,Centigrados
5686,5686,25.3,Centigrados
5687,5687,22.01,Centigrados
5688,5688,24.36,Centigrados
5689,5689,24.84,Centigrados
5690,5690,26.48,Centigrados
5691,5691,27.35,Centigrados
5692,5692,24.09,Centigrados
5693,5693,22.7,Centigrados
5694,5694,24.17,Centigrados
5695,5695,21.41,Centigrados
5696,5696,25.21,Centigrados
5697,5697,23.51,Centigrados
5698,5698,24.7,Centigrados
5699,5699,23.23,Centigrados
5700,5700,28.17,Centigrados
5701,5701,21.3,Centigrados
5702,5702,25.22,Centigrados
5703,5703,30.2,Centigrados
5704,5704,24.87,Centigrados
5705,5705,23.78,Centigrados
5706,5706,22.78,Centigrados
5707,5707,23.44,Centigrados
5708,5708,28.47,Centigrados
5709,5709,23.6,Centigrados
5710,5710,24.51,Centigrados
5711,5711,22.61,Centigrados
5712,5712,23.18,Centigrados
5713,5713,29.29,Centigrados
5714,5714,21.82,Centigrados
5715,5715,22.09,Centigrados
5716,5716,23.57,Centigrados
5717,5717,28.12,Centigrados
5718,5718,25.71,Centigrados
5719,5719,27.89,Centigrados
5720,5720,25.99,Centigrados
5721,5721,22.48,Centigrados
5722,5722,27.87,Centigrados
5723,5723,29.42,Centigrados
5724,5724,30.15,Centigrados
5725,5725,27.75,Centigrados
5726,5726,21.29,Centigrados
5727,5727,24.82,Centigrados
5728,5728,27.31,Centigrados
5729,5729,30.02,Centigrados
5730,5730,25.93,Centigrados
5731,5731,25.96,Centigrados
5732,5732,23.86,Centigrados
5733,5733,24.63,Centigrados
5734,5734,29.96,Centigrados
5735,5735,27.45,Centigrados
5736,5736,25.07,Centigrados
5737,5737,22.45,Centigrados
5738,5738,30.91,Centigrados
5739,5739,27.06,Centigrados
5740,5740,26.44,Centigrados
5741,5741,24.4,Centigrados
5742,5742,22.69,Centigrados
5743,5743,27.25,Centigrados
5744,5744,26.37,Centigrados
5745,5745,25.01,Centigrados
5746,5746,28.2,Centigrados
5747,5747,27.96,Centigrados
5748,5748,28.16,Centigrados
5749,5749,29.72,Centigrados
5750,5750,22.62,Centigrados
5751,5751,27.44,Centigrados
5752,5752,24.61,Centigrados
5753,5753,31.29,Centigrados
5754,5754,24.21,Centigrados
5755,5755,23.22,Centigrados
5756,5756,27.95,Centigrados
5757,5757,24.18,Centigrados
5758,5758,23.41,Centigrados
5759,5759,25.1,Centigrados
5760,5760,29.79,Centigrados
5761,5761,24.59,Centigrados
5762,5762,25.8,Centigrados
5763,5763,23.3,Centigrados
5764,5764,28.26,Centigrados
5765,5765,24.19,Centigrados
5766,5766,29.96,Centigrados
5767,5767,29.88,Centigrados
5768,5768,26.02,Centigrados
5769,5769,22.39,Centigrados
5770,5770,22.76,Centigrados
5771,5771,22.77,Centigrados
5772,5772,27.58,Centigrados
5773,5773,25.44,Centigrados
5774,5774,25.79,Centigrados
5775,5775,26.93,Centigrados
5776,5776,23.93,Centigrados
5777,5777,24.14,Centigrados
5778,5778,30.13,Centigrados
5779,5779,22.84,Centigrados
5780,5780,27.75,Centigrados
5781,5781,26.19,Centigrados
5782,5782,25.86,Centigrados
5783,5783,23.96,Centigrados
5784,5784,25.47,Centigrados
5785,5785,23.77,Centigrados
5786,5786,24.52,Centigrados
5787,5787,28.49,Centigrados
5788,5788,28.68,Centigrados
5789,5789,26.66,Centigrados
5790,5790,25.65,Centigrados
5791,5791,28.02,Centigrados
5792,5792,22.84,Centigrados
5793,5793,26.4,Centigrados
5794,5794,22.61,Centigrados
5795,5795,26.34,Centigrados
5796,5796,27.34,Centigrados
5797,5797,28.69,Centigrados
5798,5798,25.18,Centigrados
5799,5799,29.11,Centigrados
5800,5800,24.57,Centigrados
5801,5801,24,Centigrados
5802,5802,25.01,Centigrados
5803,5803,28.61,Centigrados
5804,5804,23,Centigrados
5805,5805,27.16,Centigrados
5806,5806,26.28,Centigrados
5807,5807,29.11,Centigrados
5808,5808,24.37,Centigrados
5809,5809,23.24,Centigrados
5810,5810,29.69,Centigrados
5811,5811,28.33,Centigrados
5812,5812,29.79,Centigrados
5813,5813,24.77,Centigrados
5814,5814,26.39,Centigrados
5815,5815,27.75,Centigrados
5816,5816,27.64,Centigrados
5817,5817,24.57,Centigrados
5818,5818,28.02,Centigrados
5819,5819,26.39,Centigrados
5820,5820,27.54,Centigrados
5821,5821,29.86,Centigrados
5822,5822,25.4,Centigrados
5823,5823,29.88,Centigrados
5824,5824,24.47,Centigrados
5825,5825,27.64,Centigrados
5826,5826,24.23,Centigrados
5827,5827,26.08,Centigrados
5828,5828,24.16,Centigrados
5829,5829,25.76,Centigrados
5830,5830,24.39,Centigrados
5831,5831,27.25,Centigrados
5832,5832,24.19,Centigrados
5833,5833,30.29,Centigrados
5834,5834,23.53,Centigrados
5835,5835,24.16,Centigrados
5836,5836,29.61,Centigrados
5837,5837,26.39,Centigrados
5838,5838,29.21,Centigrados
5839,5839,28.6,Centigrados
5840,5840,24.89,Centigrados
5841,5841,26.89,Centigrados
5842,5842,26.98,Centigrados
5843,5843,27.99,Centigrados
5844,5844,28.19,Centigrados
5845,5845,27,Centigrados
5846,5846,23.51,Centigrados
5847,5847,27.91,Centigrados
5848,5848,25.49,Centigrados
5849,5849,24.74,Centigrados
5850,5850,25.03,Centigrados
5851,5851,30.71,Centigrados
5852,5852,28.79,Centigrados
5853,5853,27.64,Centigrados
5854,5854,29.06,Centigrados
5855,5855,28.6,Centigrados
5856,5856,24.05,Centigrados
5857,5857,29.78,Centigrados
5858,5858,30.27,Centigrados
5859,5859,24.89,Centigrados
5860,5860,24.39,Centigrados
5861,5861,24.61,Centigrados
5862,5862,27.88,Centigrados
5863,5863,28.98,Centigrados
5864,5864,28.5,Centigrados
5865,5865,28.82,Centigrados
5866,5866,24.17,Centigrados
5867,5867,29.29,Centigrados
5868,5868,28.66,Centigrados
5869,5869,30.31,Centigrados
5870,5870,29.48,Centigrados
5871,5871,28.53,Centigrados
5872,5872,24.73,Centigrados
5873,5873,28.1,Centigrados
5874,5874,30.26,Centigrados
5875,5875,26.74,Centigrados
5876,5876,25.94,Centigrados
5877,5877,28.12,Centigrados
5878,5878,23.63,Centigrados
5879,5879,23.3,Centigrados
5880,5880,24.74,Centigrados
5881,5881,24.28,Centigrados
5882,5882,27.2,Centigrados
5883,5883,23.72,Centigrados
5884,5884,30.46,Centigrados
5885,5885,23.73,Centigrados
5886,5886,24.58,Centigrados
5887,5887,28.03,Centigrados
5888,5888,28.74,Centigrados
5889,5889,23.39,Centigrados
5890,5890,28.24,Centigrados
5891,5891,30.8,Centigrados
5892,5892,28.58,Centigrados
5893,5893,29.49,Centigrados
5894,5894,29.98,Centigrados
5895,5895,31.09,Centigrados
5896,5896,27.43,Centigrados
5897,5897,28.74,Centigrados
5898,5898,27.94,Centigrados
5899,5899,25.49,Centigrados
5900,5900,29.45,Centigrados
5901,5901,24.84,Centigrados
5902,5902,24.05,Centigrados
5903,5903,30.39,Centigrados
5904,5904,28.63,Centigrados
5905,5905,27.97,Centigrados
5906,5906,26.49,Centigrados
5907,5907,28.2,Centigrados
5908,5908,26.49,Centigrados
5909,5909,28.83,Centigrados
5910,5910,25.33,Centigrados
5911,5911,29.1,Centigrados
5912,5912,28,Centigrados
5913,5913,28.2,Centigrados
5914,5914,27.1,Centigrados
5915,5915,24.46,Centigrados
5916,5916,28.91,Centigrados
5917,5917,23.7,Centigrados
5918,5918,28.35,Centigrados
5919,5919,22.97,Centigrados
5920,5920,28.86,Centigrados
5921,5921,28.6,Centigrados
5922,5922,30.22,Centigrados
5923,5923,29.64,Centigrados
5924,5924,24.83,Centigrados
5925,5925,23.27,Centigrados
5926,5926,30.18,Centigrados
5927,5927,24.16,Centigrados
5928,5928,24.95,Centigrados
5929,5929,22.4,Centigrados
5930,5930,25.62,Centigrados
5931,5931,28.2,Centigrados
5932,5932,25.88,Centigrados
5933,5933,23.55,Centigrados
5934,5934,22.66,Centigrados
5935,5935,29.06,Centigrados
5936,5936,25.2,Centigrados
5937,5937,23.17,Centigrados
5938,5938,26.47,Centigrados
5939,5939,22.32,Centigrados
5940,5940,26.04,Centigrados
5941,5941,27.1,Centigrados
5942,5942,22.51,Centigrados
5943,5943,28.45,Centigrados
5944,5944,30.17,Centigrados
5945,5945,22.58,Centigrados
5946,5946,23.3,Centigrados
5947,5947,27.96,Centigrados
5948,5948,24.33,Centigrados
5949,5949,25.82,Centigrados
5950,5950,27.89,Centigrados
5951,5951,24.41,Centigrados
5952,5952,22.92,Centigrados
5953,5953,22.2,Centigrados
5954,5954,23.22,Centigrados
5955,5955,23.77,Centigrados
5956,5956,24.79,Centigrados
5957,5957,26.03,Centigrados
5958,5958,22.9,Centigrados
5959,5959,27.93,Centigrados
5960,5960,21.27,Centigrados
5961,5961,27.57,Centigrados
5962,5962,25.71,Centigrados
5963,5963,27.74,Centigrados
5964,5964,21.7,Centigrados
5965,5965,21.77,Centigrados
5966,5966,25.57,Centigrados
5967,5967,25.06,Centigrados
5968,5968,22.69,Centigrados
5969,5969,25.48,Centigrados
5970,5970,25.35,Centigrados
5971,5971,27.13,Centigrados
5972,5972,27.58,Centigrados
5973,5973,22.61,Centigrados
5974,5974,21.46,Centigrados
5975,5975,27.23,Centigrados
5976,5976,27.17,Centigrados
5977,5977,28.57,Centigrados
5978,5978,25.6,Centigrados
5979,5979,23.42,Centigrados
5980,5980,22.54,Centigrados
5981,5981,25.69,Centigrados
5982,5982,27.76,Centigrados
5983,5983,24.26,Centigrados
5984,5984,21.95,Centigrados
5985,5985,23.82,Centigrados
5986,5986,29.39,Centigrados
5987,5987,26.41,Centigrados
5988,5988,21.59,Centigrados
5989,5989,28.11,Centigrados
5990,5990,22.81,Centigrados
5991,5991,25.99,Centigrados
5992,5992,21.37,Centigrados
5993,5993,20.7,Centigrados
5994,5994,22.67,Centigrados
5995,5995,28.14,Centigrados
5996,5996,26.96,Centigrados
5997,5997,28.54,Centigrados
5998,5998,23.23,Centigrados
5999,5999,25.81,Centigrados
6000,6000,23.57,Centigrados
6001,6001,20.92,Centigrados
6002,6002,25.69,Centigrados
6003,6003,20.86,Centigrados
6004,6004,28.53,Centigrados
6005,6005,25.23,Centigrados
6006,6006,28.88,Centigrados
6007,6007,24.42,Centigrados
6008,6008,21.66,Centigrados
6009,6009,23.23,Centigrados
6010,6010,21.59,Centigrados
6011,6011,26.97,Centigrados
6012,6012,20.67,Centigrados
6013,6013,21.06,Centigrados
6014,6014,20.69,Centigrados
6015,6015,27.36,Centigrados
6016,6016,22.55,Centigrados
6017,6017,21.18,Centigrados
6018,6018,26.2,Centigrados
6019,6019,23.42,Centigrados
6020,6020,25.22,Centigrados
6021,6021,27.14,Centigrados
6022,6022,29.88,Centigrados
6023,6023,29.25,Centigrados
6024,6024,26.64,Centigrados
6025,6025,28.15,Centigrados
6026,6026,23.57,Centigrados
6027,6027,23.26,Centigrados
6028,6028,23.51,Centigrados
6029,6029,25.47,Centigrados
6030,6030,21.36,Centigrados
6031,6031,21.64,Centigrados
6032,6032,27.63,Centigrados
6033,6033,22.01,Centigrados
6034,6034,23.13,Centigrados
6035,6035,28.13,Centigrados
6036,6036,23.96,Centigrados
6037,6037,20.88,Centigrados
6038,6038,29,Centigrados
6039,6039,26.63,Centigrados
6040,6040,26.08,Centigrados
6041,6041,27.17,Centigrados
6042,6042,24.09,Centigrados
6043,6043,27.06,Centigrados
6044,6044,21.07,Centigrados
6045,6045,27.4,Centigrados
6046,6046,28.12,Centigrados
6047,6047,22.83,Centigrados
6048,6048,21.81,Centigrados
6049,6049,26.22,Centigrados
6050,6050,28.5,Centigrados
6051,6051,28.36,Centigrados
6052,6052,24.88,Centigrados
6053,6053,21.41,Centigrados
6054,6054,24.2,Centigrados
6055,6055,27.31,Centigrados
6056,6056,29.8,Centigrados
6057,6057,29.36,Centigrados
6058,6058,22.85,Centigrados
6059,6059,23.9,Centigrados
6060,6060,28.82,Centigrados
6061,6061,25.84,Centigrados
6062,6062,23.18,Centigrados
6063,6063,21.58,Centigrados
6064,6064,26.88,Centigrados
6065,6065,22.61,Centigrados
6066,6066,23.24,Centigrados
6067,6067,21.54,Centigrados
6068,6068,24.87,Centigrados
6069,6069,22.77,Centigrados
6070,6070,22.67,Centigrados
6071,6071,26.36,Centigrados
6072,6072,23.73,Centigrados
6073,6073,23.49,Centigrados
6074,6074,24.24,Centigrados
6075,6075,26.27,Centigrados
6076,6076,28.54,Centigrados
6077,6077,27.36,Centigrados
6078,6078,24.47,Centigrados
6079,6079,27.26,Centigrados
6080,6080,27.83,Centigrados
6081,6081,25.79,Centigrados
6082,6082,28.58,Centigrados
6083,6083,21.49,Centigrados
6084,6084,25.95,Centigrados
6085,6085,23.68,Centigrados
6086,6086,27.54,Centigrados
6087,6087,22.12,Centigrados
6088,6088,22.55,Centigrados
6089,6089,28.04,Centigrados
6090,6090,29.46,Centigrados
6091,6091,24.06,Centigrados
6092,6092,23.61,Centigrados
6093,6093,22.17,Centigrados
6094,6094,30.15,Centigrados
6095,6095,28.49,Centigrados
6096,6096,27.66,Centigrados
6097,6097,27.96,Centigrados
6098,6098,22.34,Centigrados
6099,6099,29.1,Centigrados
6100,6100,22.46,Centigrados
6101,6101,21.67,Centigrados
6102,6102,26.63,Centigrados
6103,6103,22.99,Centigrados
6104,6104,21.75,Centigrados
6105,6105,22.15,Centigrados
6106,6106,26.52,Centigrados
6107,6107,26.2,Centigrados
6108,6108,28.32,Centigrados
6109,6109,21.57,Centigrados
6110,6110,22.76,Centigrados
6111,6111,26.27,Centigrados
6112,6112,22.16,Centigrados
6113,6113,25.14,Centigrados
6114,6114,26.64,Centigrados
6115,6115,25.44,Centigrados
6116,6116,30.81,Centigrados
6117,6117,22.59,Centigrados
6118,6118,30.34,Centigrados
6119,6119,26.34,Centigrados
6120,6120,23.45,Centigrados
6121,6121,31.3,Centigrados
6122,6122,22.89,Centigrados
6123,6123,23.14,Centigrados
6124,6124,28.35,Centigrados
6125,6125,29.42,Centigrados
6126,6126,30.46,Centigrados
6127,6127,29.6,Centigrados
6128,6128,29.86,Centigrados
6129,6129,25.31,Centigrados
6130,6130,30.99,Centigrados
6131,6131,29.36,Centigrados
6132,6132,26.7,Centigrados
6133,6133,30.28,Centigrados
6134,6134,22.89,Centigrados
6135,6135,23.78,Centigrados
6136,6136,27.62,Centigrados
6137,6137,23.86,Centigrados
6138,6138,23.25,Centigrados
6139,6139,24.81,Centigrados
6140,6140,22.78,Centigrados
6141,6141,22.98,Centigrados
6142,6142,24.11,Centigrados
6143,6143,26.32,Centigrados
6144,6144,26.93,Centigrados
6145,6145,24.98,Centigrados
6146,6146,24.53,Centigrados
6147,6147,25.68,Centigrados
6148,6148,23.52,Centigrados
6149,6149,30.18,Centigrados
6150,6150,25.37,Centigrados
6151,6151,31.06,Centigrados
6152,6152,30.5,Centigrados
6153,6153,24.68,Centigrados
6154,6154,29.86,Centigrados
6155,6155,26.22,Centigrados
6156,6156,22.5,Centigrados
6157,6157,24.93,Centigrados
6158,6158,28.82,Centigrados
6159,6159,28.08,Centigrados
6160,6160,30.03,Centigrados
6161,6161,24.75,Centigrados
6162,6162,30.18,Centigrados
6163,6163,25.33,Centigrados
6164,6164,27.82,Centigrados
6165,6165,25.01,Centigrados
6166,6166,23.31,Centigrados
6167,6167,24.01,Centigrados
6168,6168,23.61,Centigrados
6169,6169,26.65,Centigrados
6170,6170,30,Centigrados
6171,6171,28.32,Centigrados
6172,6172,23.56,Centigrados
6173,6173,24.95,Centigrados
6174,6174,30.18,Centigrados
6175,6175,23.62,Centigrados
6176,6176,27.27,Centigrados
6177,6177,26.01,Centigrados
6178,6178,27.68,Centigrados
6179,6179,26.05,Centigrados
6180,6180,23.97,Centigrados
6181,6181,23.49,Centigrados
6182,6182,27.62,Centigrados
6183,6183,30.2,Centigrados
6184,6184,22.35,Centigrados
6185,6185,25.38,Centigrados
6186,6186,24.24,Centigrados
6187,6187,28.74,Centigrados
6188,6188,22.79,Centigrados
6189,6189,30.02,Centigrados
6190,6190,22.66,Centigrados
6191,6191,28.7,Centigrados
6192,6192,25.32,Centigrados
6193,6193,24.04,Centigrados
6194,6194,27.39,Centigrados
6195,6195,26.13,Centigrados
6196,6196,28.23,Centigrados
6197,6197,29.43,Centigrados
6198,6198,28.9,Centigrados
6199,6199,27.41,Centigrados
6200,6200,27.03,Centigrados
6201,6201,28.6,Centigrados
6202,6202,28.91,Centigrados
6203,6203,25.42,Centigrados
6204,6204,25.88,Centigrados
6205,6205,24.1,Centigrados
6206,6206,24.35,Centigrados
6207,6207,28.58,Centigrados
6208,6208,24.23,Centigrados
6209,6209,26.85,Centigrados
6210,6210,23.86,Centigrados
6211,6211,26.02,Centigrados
6212,6212,30.59,Centigrados
6213,6213,24.53,Centigrados
6214,6214,23.12,Centigrados
6215,6215,23.73,Centigrados
6216,6216,24.38,Centigrados
6217,6217,25.57,Centigrados
6218,6218,27.75,Centigrados
6219,6219,23.94,Centigrados
6220,6220,23.47,Centigrados
6221,6221,26.43,Centigrados
6222,6222,27.78,Centigrados
6223,6223,24.38,Centigrados
6224,6224,30.35,Centigrados
6225,6225,23.61,Centigrados
6226,6226,27.74,Centigrados
6227,6227,26.42,Centigrados
6228,6228,22.94,Centigrados
6229,6229,23.35,Centigrados
6230,6230,26.84,Centigrados
6231,6231,29.25,Centigrados
6232,6232,22.99,Centigrados
6233,6233,26.67,Centigrados
6234,6234,29.42,Centigrados
6235,6235,25,Centigrados
6236,6236,25.19,Centigrados
6237,6237,28.05,Centigrados
6238,6238,25.25,Centigrados
6239,6239,30.34,Centigrados
6240,6240,27.45,Centigrados
6241,6241,29.57,Centigrados
6242,6242,27.85,Centigrados
6243,6243,23.37,Centigrados
6244,6244,30.07,Centigrados
6245,6245,29.7,Centigrados
6246,6246,26.16,Centigrados
6247,6247,23.66,Centigrados
6248,6248,26.49,Centigrados
6249,6249,23.71,Centigrados
6250,6250,26.74,Centigrados
6251,6251,25.24,Centigrados
6252,6252,26.79,Centigrados
6253,6253,23.77,Centigrados
6254,6254,22.91,Centigrados
6255,6255,23.14,Centigrados
6256,6256,31.05,Centigrados
6257,6257,25.83,Centigrados
