ID_Partido,Liga,Temporada,Fecha,Hora,Equipo Local,Goles Equipo Local,Equipo Visitante,Goles Equipo Visitante,Temperatura,Altitud
9993,Liga Española,1999-00,9/25/1999,3:36:50,Valencia,0,Real Valladolid,0,28.44,283
9994,Liga Española,1999-00,9/26/1999,3:38:16,Atlético de Madrid,2,Racing de Santander,0,25.94,87
9995,Liga Española,1999-00,9/26/1999,3:38:16,Deportivo la Coruña,0,Club Deportivo Numancia de Soria,2,21.3,356
9996,Liga Española,1999-00,9/26/1999,3:38:16,Deportivo Mallorca,2,Athletic de Bilbao,1,24.97,152
9997,Liga Española,1999-00,9/26/1999,3:38:16,Rayo Vallecano,0,Real Zaragosa,1,24.94,146
9998,Liga Española,1999-00,9/26/1999,3:38:16,Real Oviedo,1,Alavés,0,27.35,289
9999,Liga Española,1999-00,9/26/1999,3:38:16,Sevilla,1,Espanyol,2,29.41,363
10000,Liga Española,1999-00,10/2/1999,3:46:55,Club Deportivo Numancia de Soria,1,Malaga,1,23.18,107
10001,Liga Española,1999-00,10/2/1999,3:46:55,Real Valladolid,0,Barcelona,2,25.04,129
10002,Liga Española,1999-00,10/3/1999,3:48:21,Athletic de Bilbao,2,Deportivo la Coruña,3,25.11,176
10003,Liga Española,1999-00,10/3/1999,3:48:21,Real Betis,1,Real Oviedo,0,25.71,346
10004,Liga Española,1999-00,10/3/1999,3:48:21,Celta de Vigo,1,Deportivo Mallorca,0,28.42,325
10005,Liga Española,1999-00,10/3/1999,3:48:21,Alavés,0,Sevilla,0,23.27,72
10006,Liga Española,1999-00,10/3/1999,3:48:21,Espanyol,3,Atlético de Madrid,1,25.49,59
10007,Liga Española,1999-00,10/3/1999,3:48:21,Racing de Santander,1,Rayo Vallecano,1,23.58,166
10008,Liga Española,1999-00,10/3/1999,3:48:21,Real Madrid,2,Valencia,3,27.82,84
10009,Liga Española,1999-00,10/3/1999,3:48:21,Real Zaragosa,2,Real Sociedad,0,26.96,323
10010,Liga Española,1999-00,10/12/1999,4:01:19,Atlético de Madrid,1,Alavés,0,26.71,362
10011,Liga Española,1999-00,10/12/1999,4:01:19,Málaga,3,Athletic de Bilbao,4,26.64,150
10012,Liga Española,1999-00,10/12/1999,4:01:19,Deportivo Mallorca,2,Deportivo la Coruña,2,26.19,134
10013,Liga Española,1999-00,10/12/1999,4:01:19,Sevilla,3,Real Betis,0,28.73,133
10014,Liga Española,1999-00,10/13/1999,4:02:45,Barcelona,2,Real Madrid,2,21.31,106
10015,Liga Española,1999-00,10/13/1999,4:02:45,Celta de Vigo,2,Real Zaragosa,1,23.94,278
10016,Liga Española,1999-00,10/13/1999,4:02:45,Real Sociedad,2,Racing de Santander,5,21.68,155
10017,Liga Española,1999-00,10/13/1999,4:02:45,Rayo Vallecano,2,Espanyol,1,28.38,318
10018,Liga Española,1999-00,10/13/1999,4:02:45,Real Oviedo,1,Real Valladolid,1,22.71,225
10019,Liga Española,1999-00,10/13/1999,4:02:45,Valencia,4,Club Deportivo Numancia de Soria,0,24.61,295
10020,Liga Española,1999-00,10/16/1999,4:07:04,Athletic de Bilbao,1,Valencia,0,24.04,267
10021,Liga Española,1999-00,10/16/1999,4:07:04,Deportivo la Coruña,4,Malaga,1,23.75,216
10022,Liga Española,1999-00,10/16/1999,4:07:04,Club Deportivo Numancia de Soria,3,Barcelona,3,29.85,348
10023,Liga Española,1999-00,10/16/1999,4:07:04,Racing de Santander,3,Celta de Vigo,0,25.76,246
10024,Liga Española,1999-00,10/16/1999,4:07:04,Real Madrid,2,Real Oviedo,2,27.06,208
10025,Liga Española,1999-00,10/17/1999,4:08:31,Real Betis,2,Atlético de Madrid,1,22.98,185
10026,Liga Española,1999-00,10/17/1999,4:08:31,Alavés,0,Rayo Vallecano,1,24.02,178
10027,Liga Española,1999-00,10/17/1999,4:08:31,Espanyol,0,Real Sociedad,0,23.07,90
10028,Liga Española,1999-00,10/17/1999,4:08:31,Real Valladolid,2,Sevilla,1,27.97,293
10029,Liga Española,1999-00,10/17/1999,4:08:31,Real Zaragosa,3,Deportivo Mallorca,0,28.49,118
10030,Liga Española,1999-00,10/23/1999,4:17:09,Barcelona,4,Athletic de Bilbao,0,26.91,170
10031,Liga Española,1999-00,10/23/1999,4:17:09,Sevilla,1,Real Madrid,1,24.31,79
10032,Liga Española,1999-00,10/23/1999,4:17:09,Valencia,2,Deportivo la Coruña,0,27.26,250
10033,Liga Española,1999-00,10/24/1999,4:18:36,Atlético de Madrid,3,Real Valladolid,1,25.97,154
10034,Liga Española,1999-00,10/24/1999,4:18:36,Celta de Vigo,2,Espanyol,1,29.85,66
10035,Liga Española,1999-00,10/24/1999,4:18:36,Deportivo Mallorca,2,Malaga,1,29.78,175
10036,Liga Española,1999-00,10/24/1999,4:18:36,Real Sociedad,1,Alavés,1,25.53,285
10037,Liga Española,1999-00,10/24/1999,4:18:36,Rayo Vallecano,1,Real Betis,3,25.15,326
10038,Liga Española,1999-00,10/24/1999,4:18:36,Real Oviedo,1,Club Deportivo Numancia de Soria,0,22.95,118
10039,Liga Española,1999-00,10/24/1999,4:18:36,Real Zaragosa,4,Racing de Santander,1,27.84,58
10040,Liga Española,1999-00,10/30/1999,4:27:14,Deportivo la Coruña,2,Barcelona,1,21.74,209
10041,Liga Española,1999-00,10/30/1999,4:27:14,Málaga,1,Valencia,1,24.4,265
10042,Liga Española,1999-00,10/30/1999,4:27:14,Real Madrid,1,Atlético de Madrid,3,26.51,113
10043,Liga Española,1999-00,10/31/1999,4:28:40,Athletic de Bilbao,1,Real Oviedo,1,27.77,346
10044,Liga Española,1999-00,10/31/1999,4:28:40,Real Betis,1,Real Sociedad,0,29.27,291
10045,Liga Española,1999-00,10/31/1999,4:28:40,Alavés,1,Celta de Vigo,0,27.69,60
10046,Liga Española,1999-00,10/31/1999,4:28:40,Espanyol,1,Real Zaragosa,1,28.82,366
10047,Liga Española,1999-00,10/31/1999,4:28:40,Club Deportivo Numancia de Soria,2,Sevilla,0,24.12,306
10048,Liga Española,1999-00,10/31/1999,4:28:40,Racing de Santander,1,Deportivo Mallorca,1,25.02,269
10049,Liga Española,1999-00,10/31/1999,4:28:40,Real Valladolid,1,Rayo Vallecano,2,28.24,285
10050,Liga Española,1999-00,11/6/1999,4:37:22,Rayo Vallecano,2,Real Madrid,3,28.95,112
10051,Liga Española,1999-00,11/7/1999,4:38:49,Atlético de Madrid,2,Club Deportivo Numancia de Soria,2,21.94,307
10052,Liga Española,1999-00,11/7/1999,4:38:49,Barcelona,1,Malaga,2,24.37,135
10053,Liga Española,1999-00,11/7/1999,4:38:49,Celta de Vigo,5,Real Betis,1,27.35,165
10054,Liga Española,1999-00,11/7/1999,4:38:49,Deportivo Mallorca,1,Valencia,0,29.67,135
10055,Liga Española,1999-00,11/7/1999,4:38:49,Racing de Santander,2,Espanyol,2,27.97,138
10056,Liga Española,1999-00,11/7/1999,4:38:49,Real Sociedad,3,Real Valladolid,0,27.13,353
10057,Liga Española,1999-00,11/7/1999,4:38:49,Real Oviedo,0,Deportivo la Coruña,1,28.33,201
10058,Liga Española,1999-00,11/7/1999,4:38:49,Sevilla,0,Athletic de Bilbao,0,27.73,99
10059,Liga Española,1999-00,11/7/1999,4:38:49,Real Zaragosa,2,Alavés,1,25.87,97
10060,Liga Española,1999-00,11/20/1999,4:57:32,Athletic de Bilbao,4,Atlético de Madrid,2,21.4,337
10061,Liga Española,1999-00,11/20/1999,4:57:32,Valencia,3,Barcelona,1,21.59,249
10062,Liga Española,1999-00,11/21/1999,4:58:58,Real Betis,2,Real Zaragosa,0,24.8,348
10063,Liga Española,1999-00,11/21/1999,4:58:58,Deportivo la Coruña,5,Sevilla,2,23.5,334
10064,Liga Española,1999-00,11/21/1999,4:58:58,Espanyol,1,Deportivo Mallorca,2,29.23,269
10065,Liga Española,1999-00,11/21/1999,4:58:58,Málaga,4,Real Oviedo,0,26.88,188
10066,Liga Española,1999-00,11/21/1999,4:58:58,Club Deportivo Numancia de Soria,3,Rayo Vallecano,1,27.27,215
10067,Liga Española,1999-00,11/21/1999,4:58:58,Real Madrid,1,Real Sociedad,1,23.18,314
10068,Liga Española,1999-00,11/21/1999,4:58:58,Real Valladolid,1,Celta de Vigo,3,29.12,58
10069,Liga Española,1999-00,12/8/1999,5:23:27,Alavés,2,Racing de Santander,1,30.03,210
10070,Liga Española,1999-00,11/27/1999,5:07:37,Sevilla,0,Malaga,0,21.46,320
10071,Liga Española,1999-00,11/28/1999,5:09:03,Atlético de Madrid,1,Deportivo la Coruña,3,28.31,99
10072,Liga Española,1999-00,11/28/1999,5:09:03,Celta de Vigo,1,Real Madrid,0,27.21,73
10073,Liga Española,1999-00,11/28/1999,5:09:03,Espanyol,2,Alavés,3,28.47,143
10074,Liga Española,1999-00,11/28/1999,5:09:03,Deportivo Mallorca,3,Barcelona,2,29.12,258
10075,Liga Española,1999-00,11/28/1999,5:09:03,Racing de Santander,1,Real Betis,1,29.88,229
10076,Liga Española,1999-00,11/28/1999,5:09:03,Real Sociedad,2,Club Deportivo Numancia de Soria,1,30.16,113
10077,Liga Española,1999-00,11/28/1999,5:09:03,Rayo Vallecano,1,Athletic de Bilbao,2,26.14,211
10078,Liga Española,1999-00,11/28/1999,5:09:03,Real Oviedo,0,Valencia,0,23.02,228
10079,Liga Española,1999-00,11/28/1999,5:09:03,Real Zaragosa,1,Real Valladolid,1,21.61,190
10080,Liga Española,1999-00,12/4/1999,5:17:42,Athletic de Bilbao,1,Real Sociedad,1,29.92,362
10081,Liga Española,1999-00,12/4/1999,5:17:42,Barcelona,3,Real Oviedo,2,22.19,133
10082,Liga Española,1999-00,12/4/1999,5:17:42,Real Madrid,1,Real Zaragosa,5,24.39,66
10083,Liga Española,1999-00,12/4/1999,5:17:42,Valencia,2,Sevilla,0,26.18,222
10084,Liga Española,1999-00,12/5/1999,5:19:08,Real Betis,2,Espanyol,5,24.33,266
10085,Liga Española,1999-00,12/5/1999,5:19:08,Alavés,2,Deportivo Mallorca,2,22.22,145
10086,Liga Española,1999-00,12/5/1999,5:19:08,Deportivo la Coruña,3,Rayo Vallecano,2,23.29,107
10087,Liga Española,1999-00,12/5/1999,5:19:08,Málaga,2,Atlético de Madrid,3,30.91,173
10088,Liga Española,1999-00,12/5/1999,5:19:08,Club Deportivo Numancia de Soria,3,Celta de Vigo,1,29.1,177
10089,Liga Española,1999-00,12/5/1999,5:19:08,Real Valladolid,1,Racing de Santander,0,22.81,290
10090,Liga Española,1999-00,12/11/1999,5:27:46,Sevilla,3,Barcelona,2,24.45,291
10091,Liga Española,1999-00,12/12/1999,5:29:13,Atlético de Madrid,1,Valencia,2,23.11,124
10092,Liga Española,1999-00,12/12/1999,5:29:13,Celta de Vigo,1,Athletic de Bilbao,1,26.75,365
10093,Liga Española,1999-00,12/12/1999,5:29:13,Alavés,2,Real Betis,0,29.45,219
10094,Liga Española,1999-00,12/12/1999,5:29:13,Espanyol,1,Real Valladolid,1,22.34,353
10095,Liga Española,1999-00,12/12/1999,5:29:13,Deportivo Mallorca,1,Real Oviedo,1,23.96,331
10096,Liga Española,1999-00,12/12/1999,5:29:13,Racing de Santander,1,Real Madrid,1,22.38,216
10097,Liga Española,1999-00,12/12/1999,5:29:13,Real Sociedad,0,Deportivo la Coruña,1,24.7,146
10098,Liga Española,1999-00,12/12/1999,5:29:13,Rayo Vallecano,4,Malaga,1,26.81,188
10099,Liga Española,1999-00,12/12/1999,5:29:13,Real Zaragosa,3,Club Deportivo Numancia de Soria,3,28.39,62
10100,Liga Española,1999-00,12/18/1999,5:37:51,Deportivo la Coruña,1,Celta de Vigo,0,26.92,247
10101,Liga Española,1999-00,12/18/1999,5:37:51,Real Madrid,2,Espanyol,1,22.41,309
10102,Liga Española,1999-00,12/18/1999,5:37:51,Real Valladolid,1,Alavés,1,26.55,159
10103,Liga Española,1999-00,12/19/1999,5:39:18,Athletic de Bilbao,2,Real Zaragosa,2,23.81,160
10104,Liga Española,1999-00,12/19/1999,5:39:18,Barcelona,2,Atlético de Madrid,1,27.94,168
10105,Liga Española,1999-00,12/19/1999,5:39:18,Real Betis,1,Deportivo Mallorca,0,22.87,86
10106,Liga Española,1999-00,12/19/1999,5:39:18,Málaga,0,Real Sociedad,0,28.46,244
10107,Liga Española,1999-00,12/19/1999,5:39:18,Club Deportivo Numancia de Soria,2,Racing de Santander,1,23.88,146
10108,Liga Española,1999-00,12/19/1999,5:39:18,Real Oviedo,4,Sevilla,2,23.77,264
10109,Liga Española,1999-00,12/19/1999,5:39:18,Valencia,3,Rayo Vallecano,1,28.79,224
10110,Liga Española,1999-00,12/21/1999,5:42:10,Alavés,1,Real Madrid,3,22.57,350
10111,Liga Española,1999-00,12/22/1999,5:43:37,Atlético de Madrid,5,Real Oviedo,0,29.27,338
10112,Liga Española,1999-00,12/22/1999,5:43:37,Real Betis,0,Real Valladolid,1,25.12,308
10113,Liga Española,1999-00,12/22/1999,5:43:37,Celta de Vigo,2,Malaga,4,24.83,148
10114,Liga Española,1999-00,12/22/1999,5:43:37,Espanyol,3,Club Deportivo Numancia de Soria,1,23.95,321
10115,Liga Española,1999-00,12/22/1999,5:43:37,Deportivo Mallorca,3,Sevilla,1,23.34,182
10116,Liga Española,1999-00,12/22/1999,5:43:37,Racing de Santander,2,Athletic de Bilbao,2,29.61,177
10117,Liga Española,1999-00,12/22/1999,5:43:37,Real Sociedad,0,Valencia,0,28.77,216
10118,Liga Española,1999-00,12/22/1999,5:43:37,Rayo Vallecano,1,Barcelona,1,29.23,286
10119,Liga Española,1999-00,12/22/1999,5:43:37,Real Zaragosa,2,Deportivo la Coruña,1,29.01,113
10120,Liga Española,1999-00,1/4/2000,6:02:20,Valencia,1,Celta de Vigo,1,25.49,52
10121,Liga Española,1999-00,1/5/2000,6:03:46,Athletic de Bilbao,2,Espanyol,1,24.84,303
10122,Liga Española,1999-00,1/5/2000,6:03:46,Barcelona,3,Real Sociedad,1,28.16,161
10123,Liga Española,1999-00,1/5/2000,6:03:46,Deportivo la Coruña,0,Racing de Santander,3,23.11,207
10124,Liga Española,1999-00,1/5/2000,6:03:46,Málaga,0,Real Zaragosa,0,29.31,189
10125,Liga Española,1999-00,1/5/2000,6:03:46,Deportivo Mallorca,0,Real Valladolid,0,24.93,141
10126,Liga Española,1999-00,1/5/2000,6:03:46,Club Deportivo Numancia de Soria,0,Alavés,0,24.12,240
10127,Liga Española,1999-00,1/5/2000,6:03:46,Real Oviedo,2,Rayo Vallecano,0,27.49,339
10128,Liga Española,1999-00,1/5/2000,6:03:46,Sevilla,2,Atlético de Madrid,1,26.69,66
10129,Liga Española,1999-00,1/26/2000,6:34:01,Real Madrid,2,Real Betis,1,29.84,328
10130,Liga Española,1999-00,1/8/2000,6:08:06,Espanyol,0,Deportivo la Coruña,0,27.17,135
10131,Liga Española,1999-00,1/9/2000,6:09:32,Atlético de Madrid,1,Deportivo Mallorca,0,23.21,342
10132,Liga Española,1999-00,1/9/2000,6:09:32,Real Betis,1,Club Deportivo Numancia de Soria,2,22.24,252
10133,Liga Española,1999-00,1/9/2000,6:09:32,Celta de Vigo,0,Barcelona,2,26.24,270
10134,Liga Española,1999-00,1/9/2000,6:09:32,Alavés,1,Athletic de Bilbao,2,25.09,212
10135,Liga Española,1999-00,1/9/2000,6:09:32,Racing de Santander,2,Malaga,3,27.39,274
10136,Liga Española,1999-00,1/9/2000,6:09:32,Real Sociedad,0,Real Oviedo,0,22.96,316
10137,Liga Española,1999-00,1/9/2000,6:09:32,Rayo Vallecano,2,Sevilla,0,27.04,136
10138,Liga Española,1999-00,1/9/2000,6:09:32,Real Zaragosa,4,Valencia,2,26.19,111
10139,Liga Española,1999-00,2/15/2000,7:02:49,Real Valladolid,0,Real Madrid,1,24.25,246
10140,Liga Española,1999-00,1/15/2000,6:18:10,Rayo Vallecano,1,Atlético de Madrid,1,25.36,275
10141,Liga Española,1999-00,1/16/2000,6:19:37,Real Betis,2,Athletic de Bilbao,1,29.22,374
10142,Liga Española,1999-00,1/16/2000,6:19:37,Celta de Vigo,5,Real Oviedo,3,29.34,340
10143,Liga Española,1999-00,1/16/2000,6:19:37,Alavés,2,Deportivo la Coruña,1,25.55,212
10144,Liga Española,1999-00,1/16/2000,6:19:37,Espanyol,0,Malaga,2,22.48,333
10145,Liga Española,1999-00,1/16/2000,6:19:37,Racing de Santander,1,Valencia,1,26.18,134
10146,Liga Española,1999-00,1/16/2000,6:19:37,Real Sociedad,1,Sevilla,1,29.59,203
10147,Liga Española,1999-00,1/16/2000,6:19:37,Real Valladolid,2,Club Deportivo Numancia de Soria,0,22.69,270
10148,Liga Española,1999-00,1/16/2000,6:19:37,Real Zaragosa,0,Barcelona,0,29.1,367
10149,Liga Española,1999-00,1/17/2000,6:21:03,Real Madrid,2,Deportivo Mallorca,1,24.71,259
10150,Liga Española,1999-00,1/22/2000,6:28:15,Deportivo la Coruña,2,Real Betis,0,25.82,264
10151,Liga Española,1999-00,1/23/2000,6:29:42,Athletic de Bilbao,1,Real Valladolid,0,24.9,225
10152,Liga Española,1999-00,1/23/2000,6:29:42,Atlético de Madrid,1,Real Sociedad,1,27.62,144
10153,Liga Española,1999-00,1/23/2000,6:29:42,Barcelona,1,Racing de Santander,0,28.23,202
10154,Liga Española,1999-00,1/23/2000,6:29:42,Málaga,0,Alavés,1,28.1,243
10155,Liga Española,1999-00,1/23/2000,6:29:42,Deportivo Mallorca,2,Rayo Vallecano,1,26.25,92
10156,Liga Española,1999-00,1/23/2000,6:29:42,Club Deportivo Numancia de Soria,0,Real Madrid,0,23.57,240
10157,Liga Española,1999-00,1/23/2000,6:29:42,Real Oviedo,1,Real Zaragosa,0,28.55,357
10158,Liga Española,1999-00,1/23/2000,6:29:42,Sevilla,0,Celta de Vigo,1,27.96,146
10159,Liga Española,1999-00,1/23/2000,6:29:42,Valencia,1,Espanyol,2,25.21,219
10160,Liga Española,1999-00,1/29/2000,6:38:20,Celta de Vigo,0,Atlético de Madrid,1,26.51,109
10161,Liga Española,1999-00,1/29/2000,6:38:20,Espanyol,1,Barcelona,1,24.48,199
10162,Liga Española,1999-00,1/30/2000,6:39:46,Real Betis,0,Malaga,0,25.56,192
10163,Liga Española,1999-00,1/30/2000,6:39:46,Alavés,0,Valencia,1,28.5,333
10164,Liga Española,1999-00,1/30/2000,6:39:46,Club Deportivo Numancia de Soria,3,Deportivo Mallorca,1,27.32,312
10165,Liga Española,1999-00,1/30/2000,6:39:46,Racing de Santander,3,Real Oviedo,1,24.11,368
10166,Liga Española,1999-00,1/30/2000,6:39:46,Real Sociedad,2,Rayo Vallecano,1,27.52,88
10167,Liga Española,1999-00,1/30/2000,6:39:46,Real Madrid,3,Athletic de Bilbao,1,25.64,109
10168,Liga Española,1999-00,1/30/2000,6:39:46,Real Valladolid,4,Deportivo la Coruña,1,23.81,324
10169,Liga Española,1999-00,1/30/2000,6:39:46,Real Zaragosa,2,Sevilla,1,27.08,282
10170,Liga Española,1999-00,2/5/2000,6:48:25,Valencia,3,Real Betis,1,28.95,54
10171,Liga Española,1999-00,2/6/2000,6:49:51,Athletic de Bilbao,2,Club Deportivo Numancia de Soria,1,28.86,195
10172,Liga Española,1999-00,2/6/2000,6:49:51,Atlético de Madrid,2,Real Zaragosa,2,26.73,120
10173,Liga Española,1999-00,2/6/2000,6:49:51,Barcelona,0,Alavés,1,25.82,295
10174,Liga Española,1999-00,2/6/2000,6:49:51,Deportivo la Coruña,5,Real Madrid,2,25.34,304
10175,Liga Española,1999-00,2/6/2000,6:49:51,Málaga,0,Real Valladolid,0,24.42,356
10176,Liga Española,1999-00,2/6/2000,6:49:51,Deportivo Mallorca,2,Real Sociedad,1,22.88,272
10177,Liga Española,1999-00,2/6/2000,6:49:51,Rayo Vallecano,1,Celta de Vigo,0,24.34,232
10178,Liga Española,1999-00,2/6/2000,6:49:51,Real Oviedo,1,Espanyol,0,26.98,270
10179,Liga Española,1999-00,2/6/2000,6:49:51,Sevilla,1,Racing de Santander,0,30.37,58
10180,Liga Española,1999-00,2/12/2000,6:58:30,Athletic de Bilbao,1,Deportivo Mallorca,1,24.75,350
10181,Liga Española,1999-00,2/12/2000,6:58:30,Real Madrid,1,Malaga,0,25.22,203
10182,Liga Española,1999-00,2/12/2000,6:58:30,Real Valladolid,0,Valencia,0,26.84,305
10183,Liga Española,1999-00,2/13/2000,6:59:56,Real Betis,2,Barcelona,1,28,313
10184,Liga Española,1999-00,2/13/2000,6:59:56,Celta de Vigo,4,Real Sociedad,1,28.31,250
10185,Liga Española,1999-00,2/13/2000,6:59:56,Alavés,1,Real Oviedo,0,26.45,283
10186,Liga Española,1999-00,2/13/2000,6:59:56,Espanyol,2,Sevilla,2,29.14,238
10187,Liga Española,1999-00,2/13/2000,6:59:56,Club Deportivo Numancia de Soria,1,Deportivo la Coruña,0,28.63,315
10188,Liga Española,1999-00,2/13/2000,6:59:56,Racing de Santander,2,Atlético de Madrid,1,27.81,77
10189,Liga Española,1999-00,2/13/2000,6:59:56,Real Zaragosa,1,Rayo Vallecano,1,24.54,50
10190,Liga Española,1999-00,2/19/2000,7:08:34,Deportivo la Coruña,2,Athletic de Bilbao,0,23.96,237
10191,Liga Española,1999-00,2/20/2000,7:10:01,Atlético de Madrid,1,Espanyol,1,28.64,374
10192,Liga Española,1999-00,2/20/2000,7:10:01,Barcelona,4,Real Valladolid,0,29.07,78
10193,Liga Española,1999-00,2/20/2000,7:10:01,Málaga,3,Club Deportivo Numancia de Soria,1,26.41,351
10194,Liga Española,1999-00,2/20/2000,7:10:01,Deportivo Mallorca,1,Celta de Vigo,0,27.67,371
10195,Liga Española,1999-00,2/20/2000,7:10:01,Real Sociedad,2,Real Zaragosa,1,24.04,116
10196,Liga Española,1999-00,2/20/2000,7:10:01,Rayo Vallecano,1,Racing de Santander,2,29.57,142
10197,Liga Española,1999-00,2/20/2000,7:10:01,Real Oviedo,1,Real Betis,1,30.52,86
10198,Liga Española,1999-00,2/20/2000,7:10:01,Sevilla,2,Alavés,2,25.79,362
10199,Liga Española,1999-00,2/20/2000,7:10:01,Valencia,1,Real Madrid,1,29.59,54
10200,Liga Española,1999-00,2/26/2000,7:18:39,Club Deportivo Numancia de Soria,1,Valencia,2,30.22,286
10201,Liga Española,1999-00,2/26/2000,7:18:39,Real Madrid,3,Barcelona,0,27.51,313
10202,Liga Española,1999-00,2/27/2000,7:20:06,Athletic de Bilbao,2,Malaga,2,28.58,73
10203,Liga Española,1999-00,2/27/2000,7:20:06,Real Betis,1,Sevilla,1,30.39,343
10204,Liga Española,1999-00,2/27/2000,7:20:06,Alavés,2,Atlético de Madrid,0,26.75,53
10205,Liga Española,1999-00,2/27/2000,7:20:06,Deportivo la Coruña,2,Deportivo Mallorca,1,23.08,97
10206,Liga Española,1999-00,2/27/2000,7:20:06,Espanyol,5,Rayo Vallecano,1,27.9,173
10207,Liga Española,1999-00,2/27/2000,7:20:06,Racing de Santander,0,Real Sociedad,0,26.11,243
10208,Liga Española,1999-00,2/27/2000,7:20:06,Real Valladolid,2,Real Oviedo,1,27.64,89
10209,Liga Española,1999-00,2/27/2000,7:20:06,Real Zaragosa,2,Celta de Vigo,1,25.43,203
10210,Liga Española,1999-00,3/4/2000,7:28:44,Barcelona,4,Club Deportivo Numancia de Soria,0,27.02,247
10211,Liga Española,1999-00,3/4/2000,7:28:44,Real Oviedo,1,Real Madrid,1,27.93,192
10212,Liga Española,1999-00,3/4/2000,7:28:44,Valencia,2,Athletic de Bilbao,0,30.3,53
10213,Liga Española,1999-00,3/5/2000,7:30:10,Atlético de Madrid,0,Real Betis,0,30.45,173
10214,Liga Española,1999-00,3/5/2000,7:30:10,Celta de Vigo,2,Racing de Santander,0,25.23,245
10215,Liga Española,1999-00,3/5/2000,7:30:10,Málaga,1,Deportivo la Coruña,0,25.01,133
10216,Liga Española,1999-00,3/5/2000,7:30:10,Deportivo Mallorca,1,Real Zaragosa,1,23.07,314
10217,Liga Española,1999-00,3/5/2000,7:30:10,Real Sociedad,1,Espanyol,0,26.19,77
10218,Liga Española,1999-00,3/5/2000,7:30:10,Rayo Vallecano,0,Alavés,1,27.92,62
10219,Liga Española,1999-00,3/5/2000,7:30:10,Sevilla,0,Real Valladolid,1,25.66,284
10220,Liga Española,1999-00,3/11/2000,7:38:49,Athletic de Bilbao,0,Barcelona,4,25.23,202
10221,Liga Española,1999-00,3/11/2000,7:38:49,Real Betis,1,Rayo Vallecano,1,28.02,68
10222,Liga Española,1999-00,3/11/2000,7:38:49,Real Madrid,3,Sevilla,1,24.58,72
10223,Liga Española,1999-00,3/12/2000,7:40:15,Alavés,2,Real Sociedad,1,29.55,273
10224,Liga Española,1999-00,3/12/2000,7:40:15,Deportivo la Coruña,2,Valencia,0,30.17,194
10225,Liga Española,1999-00,3/12/2000,7:40:15,Espanyol,3,Celta de Vigo,0,23.32,62
10226,Liga Española,1999-00,3/12/2000,7:40:15,Málaga,0,Deportivo Mallorca,0,30.33,320
10227,Liga Española,1999-00,3/12/2000,7:40:15,Club Deportivo Numancia de Soria,1,Real Oviedo,1,29.36,64
10228,Liga Española,1999-00,3/12/2000,7:40:15,Racing de Santander,1,Real Zaragosa,2,28.43,240
10229,Liga Española,1999-00,3/12/2000,7:40:15,Real Valladolid,1,Atlético de Madrid,0,25.44,155
10230,Liga Española,1999-00,3/18/2000,7:48:54,Atlético de Madrid,1,Real Madrid,1,23.96,340
10231,Liga Española,1999-00,3/18/2000,7:48:54,Barcelona,2,Deportivo la Coruña,1,27.67,307
10232,Liga Española,1999-00,3/18/2000,7:48:54,Valencia,2,Malaga,2,29.59,190
10233,Liga Española,1999-00,3/19/2000,7:50:20,Celta de Vigo,1,Alavés,1,27.16,155
10234,Liga Española,1999-00,3/19/2000,7:50:20,Deportivo Mallorca,1,Racing de Santander,2,28.03,214
10235,Liga Española,1999-00,3/19/2000,7:50:20,Real Sociedad,1,Real Betis,0,29.31,259
10236,Liga Española,1999-00,3/19/2000,7:50:20,Rayo Vallecano,4,Real Valladolid,1,27.03,153
10237,Liga Española,1999-00,3/19/2000,7:50:20,Real Oviedo,1,Athletic de Bilbao,0,24.18,339
10238,Liga Española,1999-00,3/19/2000,7:50:20,Sevilla,4,Club Deportivo Numancia de Soria,0,23.3,65
10239,Liga Española,1999-00,3/19/2000,7:50:20,Real Zaragosa,1,Espanyol,1,29.64,63
10240,Liga Española,1999-00,3/25/2000,7:58:58,Athletic de Bilbao,1,Sevilla,1,30.7,61
10241,Liga Española,1999-00,3/25/2000,7:58:58,Alavés,0,Real Zaragosa,2,27.5,222
10242,Liga Española,1999-00,3/25/2000,7:58:58,Espanyol,1,Racing de Santander,0,27.8,260
10243,Liga Española,1999-00,3/25/2000,7:58:58,Málaga,1,Barcelona,2,29.71,312
10244,Liga Española,1999-00,3/25/2000,7:58:58,Club Deportivo Numancia de Soria,3,Atlético de Madrid,0,25.61,214
10245,Liga Española,1999-00,3/25/2000,7:58:58,Real Madrid,0,Rayo Vallecano,0,27.08,106
10246,Liga Española,1999-00,3/25/2000,7:58:58,Valencia,1,Deportivo Mallorca,0,30.4,216
10247,Liga Española,1999-00,3/25/2000,7:58:58,Real Valladolid,2,Real Sociedad,1,29.4,92
10248,Liga Española,1999-00,3/26/2000,8:00:25,Real Betis,0,Celta de Vigo,0,26.06,283
10249,Liga Española,1999-00,3/26/2000,8:00:25,Deportivo la Coruña,3,Real Oviedo,1,28.65,271
10250,Liga Española,1999-00,4/1/2000,8:09:00,Real Sociedad,1,Real Madrid,1,27.66,151
10251,Liga Española,1999-00,4/2/2000,8:10:26,Atlético de Madrid,1,Athletic de Bilbao,2,30.64,83
10252,Liga Española,1999-00,4/2/2000,8:10:26,Barcelona,3,Valencia,0,24.54,73
